dataset_id,title,organization,sector,tags,formats,num_resources,metadata_created,metadata_modified,description,source_url
e37d3e32-4dc9-453d-ab30-b0ecbce4c254,HMIS district level item wise and month wise Cumulative comparison of various indicators of Andhra Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,ANC|child|Death|Delivery|Diseases|Health|Immunization|Laboratory|Management|Medical|Mission|Newborn|NRHM|position|Pregnancy|Programme|Rural|testing|blindness|RTI|Comparison|childhood|Information|Patient|STI|MTP|Planning|Natal|Care|Termination|Control|Vitamin|Family|Ante|Caesarean|Complicated|Pregnanicy|Dose,,,1615293064,1617604984,"Get data on Health Management Information System (HMIS) item-wise and month-wise cumulative comparison of Various Indicators of the State Andhra Pradesh. District level data of various parameters have been provided here. Main indicators are Ante Natal Care Services ANC, Deliveries, Number of Caesarean C-Section deliveries performed, Pregnancy outcome & weight of new-born, Complicated pregnancies, Post - Natal Care, Medical Termination of Pregnancy (MTP), RTI/STI Cases, Family Planning, Child Immunization, Number of Vitamin A doses, Number of cases of Childhood Diseases reported, Blindness Control Programme, Patient Services, Laboratory Testing, Stock Position, Details of deaths reported with probable causes. Ministry of Health and Family Welfare launched the National Rural Health Mission (NRHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NRHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/hmis-district-level-item-wise-and-month-wise-cumulative-comparison-various-indicators-23
62a230c6-ec3a-4d0d-820b-f871f1c4f35b,HMIS district level item wise and month wise Cumulative comparison of various indicators of Arunachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,ANC|child|Death|Delivery|Diseases|Health|Immunization|Laboratory|Management|Medical|Mission|Newborn|NRHM|position|Pregnancy|Programme|Rural|testing|blindness|RTI|Comparison|childhood|Information|Patient|STI|MTP|Planning|Natal|Care|Termination|Control|Vitamin|Family|Ante|Caesarean|Complicated|Pregnanicy|Dose,,,1615293064,1617166646,"Get data on Health Management Information System (HMIS) item-wise and month-wise cumulative comparison of Various Indicators of the State Arunachal Pradesh. District level data of various parameters have been provided here. Main indicators are Ante Natal Care Services ANC, Deliveries, Number of Caesarean C-Section deliveries performed, Pregnancy outcome & weight of new-born, Complicated pregnancies, Post - Natal Care, Medical Termination of Pregnancy (MTP), RTI/STI Cases, Family Planning, Child Immunization, Number of Vitamin A doses, Number of cases of Childhood Diseases reported, Blindness Control Programme, Patient Services, Laboratory Testing, Stock Position, Details of deaths reported with probable causes. Ministry of Health and Family Welfare launched the National Rural Health Mission (NRHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NRHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/hmis-district-level-item-wise-and-month-wise-cumulative-comparison-various-indicators-22
58fbfbbd-29fa-464f-8ac0-ac28d5e984b7,HMIS district level item wise and month wise Cumulative comparison of various indicators of Himachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,ANC|child|Death|Delivery|Diseases|Health|Immunization|Laboratory|Management|Medical|Mission|Newborn|NRHM|position|Pregnancy|Programme|Rural|testing|blindness|RTI|Comparison|childhood|Information|Patient|STI|MTP|Planning|Natal|Care|Termination|Control|Vitamin|Family|Ante|Caesarean|Complicated|Pregnanicy|Dose,,,1615293064,1617604064,"Get data on Health Management Information System (HMIS) item-wise and month-wise cumulative comparison of Various Indicators of the State Himachal Pradesh. District level data of various parameters have been provided here. Main indicators are Ante Natal Care Services ANC, Deliveries, Number of Caesarean C-Section deliveries performed, Pregnancy outcome & weight of new-born, Complicated pregnancies, Post - Natal Care, Medical Termination of Pregnancy (MTP), RTI/STI Cases, Family Planning, Child Immunization, Number of Vitamin A doses, Number of cases of Childhood Diseases reported, Blindness Control Programme, Patient Services, Laboratory Testing, Stock Position, Details of deaths reported with probable causes. Ministry of Health and Family Welfare launched the National Rural Health Mission (NRHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NRHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/hmis-district-level-item-wise-and-month-wise-cumulative-comparison-various-indicators-17
eaeebdc1-33c8-42da-91c4-d94e677db87b,HMIS district level item wise and month wise Cumulative comparison of various indicators of Madhya Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,ANC|child|Death|Delivery|Diseases|Health|Immunization|Laboratory|Management|Medical|Mission|Newborn|NRHM|position|Pregnancy|Programme|Rural|testing|blindness|RTI|Comparison|childhood|Information|Patient|STI|MTP|Planning|Natal|Care|Termination|Control|Vitamin|Family|Ante|Caesarean|Complicated|Pregnanicy|Dose,,,1615293064,1617604068,"Get data on Health Management Information System (HMIS) item-wise and month-wise cumulative comparison of Various Indicators of the State Madhya Pradesh. District level data of various parameters have been provided here. Main indicators are Ante Natal Care Services ANC, Deliveries, Number of Caesarean C-Section deliveries performed, Pregnancy outcome & weight of new-born, Complicated pregnancies, Post - Natal Care, Medical Termination of Pregnancy (MTP), RTI/STI Cases, Family Planning, Child Immunization, Number of Vitamin A doses, Number of cases of Childhood Diseases reported, Blindness Control Programme, Patient Services, Laboratory Testing, Stock Position, Details of deaths reported with probable causes. Ministry of Health and Family Welfare launched the National Rural Health Mission (NRHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NRHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/hmis-district-level-item-wise-and-month-wise-cumulative-comparison-various-indicators-12
8f3f7245-b4d2-44f4-86bc-28a563ab6097,HMIS district level item wise and month wise Cumulative comparison of various indicators of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,ANC|child|Death|Delivery|Diseases|Health|Immunization|Laboratory|Management|Medical|Mission|Newborn|NRHM|position|Pregnancy|Programme|Rural|testing|blindness|RTI|Comparison|childhood|Information|Patient|STI|MTP|Planning|Natal|Care|Termination|Control|Vitamin|Family|Ante|Caesarean|Complicated|Pregnanicy|Dose,,,1615293064,1617604124,"Get data on Health Management Information System (HMIS) item-wise and month-wise cumulative comparison of Various Indicators of the State Uttar Pradesh. District level data of various parameters have been provided here. Main indicators are Ante Natal Care Services ANC, Deliveries, Number of Caesarean C-Section deliveries performed, Pregnancy outcome & weight of new-born, Complicated pregnancies, Post - Natal Care, Medical Termination of Pregnancy (MTP), RTI/STI Cases, Family Planning, Child Immunization, Number of Vitamin A doses, Number of cases of Childhood Diseases reported, Blindness Control Programme, Patient Services, Laboratory Testing, Stock Position, Details of deaths reported with probable causes. Ministry of Health and Family Welfare launched the National Rural Health Mission (NRHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NRHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/hmis-district-level-item-wise-and-month-wise-cumulative-comparison-various-indicators-uttar
b3a8de6f-5879-4dcd-afd6-9a172a4e92ee,Item-wise monthly HMIS report at District level of Andhra Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1608649263,1621947145,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/item-wise-monthly-hmis-report-district-level-andhra-pradesh
b4d4a0e4-c6ce-4660-afb7-c43fb694a3bf,Item-wise monthly HMIS report at District level of Arunachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1608649263,1613364529,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/item-wise-monthly-hmis-report-district-level-arunachal-pradesh
a3215a18-0be3-457c-b1ac-8a58cfbe620d,Item-wise monthly HMIS report at District level of Himachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1608649263,1621947133,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/item-wise-monthly-hmis-report-district-level-himachal-pradesh
153964d6-22f3-450c-b735-dd4960bfe7dc,Item-wise monthly HMIS report at District level of Madhya Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1608649263,1621947097,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/item-wise-monthly-hmis-report-district-level-madhya-pradesh
44747292-afaf-4108-bd05-fb475915ba92,Item-wise monthly HMIS report at District level of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1608649263,1621947131,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/item-wise-monthly-hmis-report-district-level-uttar-pradesh
61fb7f9f-c6d4-4338-b57a-acb695189ecd,Annual Maximum and Minimum Performing Public Health Facilities Across Sub-districts of Andhra Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1608121862,1608614664,"Get data on annual maximum & minimum performing public health facilities on selected data items States Across sub-districts of Andhra Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/annual-maximum-and-minimum-performing-public-health-facilities-across-sub-districts-andhra
d5ffd791-2d7b-48ef-83cc-38c52ba0434e,Annual Maximum and Minimum Performing Public Health Facilities Across Sub-districts of Arunachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1608121862,1608614661,"Get data on annual maximum & minimum performing public health facilities on selected data items States Across sub-districts of Arunachal Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/annual-maximum-and-minimum-performing-public-health-facilities-across-sub-districts-12
40074d99-7893-42c8-ba30-3a0d987edfca,Annual Maximum and Minimum Performing Public Health Facilities Across Sub-districts of Himachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1608121862,1608613843,"Get data on annual maximum & minimum performing public health facilities on selected data items States Across sub-districts of Himachal Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/annual-maximum-and-minimum-performing-public-health-facilities-across-sub-districts-9
b8558d5a-1327-4adb-bcef-42ccbedb5af3,Annual Maximum and Minimum Performing Public Health Facilities Across Sub-districts of Madhya Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|OPD|PHC|SC|Facility|Patient|NHM|SDH|DH|Anaesthesia|Subdural|Hematoma,,,1608121862,1608613476,"Get data on annual maximum & minimum performing public health facilities on selected data items States Across sub-districts of Madhya Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/annual-maximum-and-minimum-performing-public-health-facilities-across-sub-districts-madhya
560551ac-22dd-44ee-a220-f11e24c0e6ac,Annual Maximum and Minimum Performing Public Health Facilities Across Sub-districts of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|OPD|PHC|SC|Facility|Patient|NHM|SDH|DH|Anaesthesia|Subdural|Hematoma,,,1608121862,1781772616,"Get data on annual maximum & minimum performing public health facilities on selected data items States Across sub-districts of Uttar Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/annual-maximum-and-minimum-performing-public-health-facilities-across-sub-districts-uttar
37c4bd68-2fb3-4799-9f01-612a5022d44f,Quarterly Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Andhra Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1582030862,1602850838,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Andaman and Nicobar Islands. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/quarterly-maximum-minimum-performing-public-health-facilities-selected-data-items-across-33
1dd84bc2-2910-4d2a-b7e2-37b73cb7ed16,Quarterly Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Arunachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1582030862,1602826050,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Andaman and Nicobar Islands. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/quarterly-maximum-minimum-performing-public-health-facilities-selected-data-items-across-32
af48d2a0-1d2b-4bd2-92b6-c112561e0b3d,Quarterly Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Himachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1582030862,1602826054,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Andaman and Nicobar Islands. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/quarterly-maximum-minimum-performing-public-health-facilities-selected-data-items-across-21
